================================================================
=== 1. ARRIBA HIGH/MEDIUM CONFIDENCE FUSIONS (376 lines) ===
================================================================
SAMPLE|GENE1|GENE2|BREAKPOINT1|BREAKPOINT2|CONFIDENCE|SPLIT_READS1|SPLIT_READS2|DISCORDANT|READING_FRAME|TYPE
263-MO-19-563707144|AL031282.2|CDK11B|lncrna,cancer,m7,10K<gap<100K,exon-exon,reciprocal|149|12|exonic(no-known-CDS)/CDS(truncated)
263-MO-19-563707144|AL031282.2|CDK11B|lncrna,cancer,m7,10K<gap<100K,exon-exon,reciprocal|149|12|exonic(no-known-CDS)/CDS(truncated)
263-MO-19-563707144|CDK11B|AL031282.2|lncrna,cancer,m7,10K<gap<100K,reciprocal|149|12|intronic/exonic(no-known-CDS)
263-MO-19-563707144|CDK11B|AL031282.2|lncrna,cancer,m7,10K<gap<100K,exon-exon,reciprocal|149|12|CDS(truncated)/exonic(no-known-CDS)
263-MO-19-563707144|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3,exon-exon|0|8|CDS(truncated)/UTR
263-MO-19-563707144|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3|0|8|CDS(truncated)/UTR
263-MO-19-563707144|COPS2|NIBAN3|cancer,m3,mitelman|60|6|intronic/UTR
263-MO-19-563707144|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t3,10K<gap<100K,readthrough,exon-exon|0|6|out-of-frame
263-MO-19-563707144|NSF|LRRC37A3|banned,known,hpa,m1,multi,exon-exon|0|6|in-frame
263-MO-19-563707144|NSF|LRRC37A3|banned,known,hpa,m1,multi,exon-exon|0|6|CDS(truncated)/UTR
263-MO-19-563707144|ZMYM5|PSPC1|banned,known,healthy,bodymap2,hpa,chimer4seq,rt_circ_rna,mitelman,t2,10K<gap<100K|0|5|CDS(truncated)/UTR
263-MO-19-563707144|YY1AP1|ASH1L|known,oncogene,ccle2,chimer4seq,ccle,t4,10K<gap<100K|13|4|CDS(truncated)/UTR
263-MO-19-563707144|CDK6|EIF4A1|oncogene,cancer|0|3|intronic/UTR
263-MO-19-563707144|CDK6|RPSA|known,ribosomal,oncogene,tcga,cancer|0|3|intronic/UTR
263-MO-19-563707144|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|3|in-frame
263-MO-19-563707144|EEF1A1|SF3B3|oncogene,cancer|4|3|intronic/UTR
263-MO-19-563707144|IL3RA|RPL7L1|ribosomal,cancer,m2,t2,reciprocal|34|3|intronic/UTR
263-MO-19-563707144|PTPRD|RMRP|oncogene,cancer|0|3|intronic/exonic(no-known-CDS)
263-MO-19-563707144|RPL7L1|IL3RA|ribosomal,cancer,m2,t2,reciprocal|34|3|UTR/intronic
263-MO-19-563707144|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|2|out-of-frame
263-MO-19-563707144|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
263-MO-19-563707144|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
263-MO-19-563707144|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|1|CDS(complete)/UTR
263-MO-19-563707144|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
263-MO-19-563707144|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
263-MO-19-563707144|VPS72|TMOD4|banned,known,adjacent,conjoing,ucsc_fully_overlapping,ucsc_same_strand_overlapping,gap<1K,readthrough,exon-exon|0|1|out-of-frame
269-MO-17-563529456|EPOR|IGH@|known,cancer,m5,mitelman,t1|0|15|CDS(truncated)/---
269-MO-17-563529456|AL135925.1|LINC00863|lncrna,m3,cortex,short_repeats,sr1.58|117|9|exonic(no-known-CDS)/intronic
269-MO-17-563529456|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|8|out-of-frame
269-MO-17-563529456|SLC38A9|BLACE|lncrna,m6,exon-exon|38|8|UTR/exonic(no-known-CDS)
269-MO-17-563529456|SLC38A9|BLACE|lncrna,m6|38|8|UTR/exonic(no-known-CDS)
269-MO-17-563529456|AC026979.4|EXOSC6|lncrna,m5|18|7|exonic(no-known-CDS)/UTR
269-MO-17-563529456|TERF2|LGI1|cancer,cortex,short_repeats,sr1.09|23|4|UTR/UTR
269-MO-17-563529456|TTBK2|MDM4|oncogene,cancer,t5|0|4|intronic/UTR
269-MO-17-563529456|ACSS1|APMAP|banned,known,adjacent,conjoing,healthy,cacg,hpa,18cancers,mitelman,ccle3,t1,10K<gap<100K,readthrough|0|3|in-frame
269-MO-17-563529456|BACH2|IGH@|banned,known,chimer4seq,cancer,m0,multi,mitelman|0|3|UTR/---
269-MO-17-563529456|CDK6|RPSA|known,ribosomal,oncogene,tcga,cancer,m2,multi|0|3|intronic/UTR
269-MO-17-563529456|ETS2|SAMHD1|oncogene,cancer,tumor,t3,short_repeats,sr1.42|0|3|UTR/UTR
269-MO-17-563529456|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|3|CDS(truncated)/exonic(no-known-CDS)
269-MO-17-563529456|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|3|CDS(complete)/UTR
269-MO-17-563529456|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3|0|3|CDS(truncated)/UTR
269-MO-17-563529456|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,exon-exon|0|3|CDS(truncated)/UTR
269-MO-17-563529456|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3|0|3|CDS(truncated)/UTR
269-MO-17-563529456|SMG1|NPIPB5|banned,known,bodymap2,hpa,m0,multi,tcga3,exon-exon|0|3|CDS(truncated)/UTR
269-MO-17-563529456|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t2,1K<gap<10K,readthrough,exon-exon|0|3|in-frame
269-MO-17-563529456|BPTF|LRRC37A2|banned,known,hpa,m0,multi,t1,exon-exon|0|2|CDS(truncated)/UTR
269-MO-17-563529456|BPTF|LRRC37A2|banned,known,hpa,m0,multi,t1,exon-exon|0|2|out-of-frame
269-MO-17-563529456|GKAP1|KIF27|banned,known,adjacent,bodymap2,hpa,chimer4seq,mitelman,ccle3,t1,1K<gap<10K,exon-exon|0|2|UTR/UTR
269-MO-17-563529456|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
269-MO-17-563529456|RNF125|RNF138|banned,known,paralogs,adjacent,cacg,hpa,gtex,chimer4seq,rt_circ_rna,mitelman,tcga3,t2,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
269-MO-17-563529456|VPS72|TMOD4|banned,known,adjacent,conjoing,ucsc_fully_overlapping,ucsc_same_strand_overlapping,gap<1K,readthrough,exon-exon|0|2|out-of-frame
269-MO-17-563529456|CTNNBIP1|CLSTN1|banned,known,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,mitelman,ccle3,10K<gap<100K,exon-exon|0|1|in-frame
269-MO-17-563529456|DNTT|BLNK|known,mitelman,t1,exon-exon|0|1|in-frame
269-MO-17-563529456|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
269-MO-17-563529456|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
269-MO-17-563529456|RPL38|TTYH2|banned,known,adjacent,ribosomal,non_tumor_cells,hpa,18cancers,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
269-MO-17-563529456|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
269-MO-17-563529456|UBA2|WTIP|banned,known,adjacent,hpa,non_cancer_tissues,1000genomes,18cancers,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
272-MO-17-563668167|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m5,tcga-normal,exon-exon,reciprocal|203|15|in-frame
272-MO-17-563668167|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m5,tcga-normal,exon-exon,reciprocal|203|15|in-frame
272-MO-17-563668167|NPIPB5|SMG1|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|8|intronic/CDS(truncated)
272-MO-17-563668167|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon,reciprocal|0|8|CDS(truncated)/UTR
272-MO-17-563668167|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|8|CDS(truncated)/UTR
272-MO-17-563668167|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon,reciprocal|0|8|CDS(truncated)/UTR
272-MO-17-563668167|CSF2RA|IL3RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,t4,gap<1K,readthrough|415|7|CDS(truncated)/intergenic
272-MO-17-563668167|CSF2RA|IL3RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,t4,gap<1K,readthrough|415|7|CDS(truncated)/intergenic
272-MO-17-563668167|STIL|TAL1|known,adjacent,oncogene,chimer2,cgp,conjoing,cacg,chimer4kb,chimer4pub,cancer,tumor,oncokb,mitelman,t3,10K<gap<100K,readthrough,exon-exon|0|7|UTR/UTR
272-MO-17-563668167|STIL|TAL1|known,adjacent,oncogene,chimer2,cgp,conjoing,cacg,chimer4kb,chimer4pub,cancer,tumor,oncokb,mitelman,t3,10K<gap<100K,readthrough,exon-exon|0|7|UTR/CDS(truncated)
272-MO-17-563668167|ACAD8|GLB1L3|banned,known,adjacent,healthy,bodymap2,hpa,1K<gap<10K,readthrough|0|6|UTR/UTR
272-MO-17-563668167|GOLPH3|AC025178.1|adjacent,lncrna,oncogene,t5,1K<gap<10K,readthrough|0|5|UTR/exonic(no-known-CDS)
272-MO-17-563668167|AC093878.1|CAMSAP1|pseudogene,m3,t4,reciprocal|29|4|exonic(no-known-CDS)/CDS(truncated)
272-MO-17-563668167|CAMSAP1|AC093878.1|pseudogene,m3,t4,reciprocal|29|4|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|CAMSAP1|AC093878.1|pseudogene,m3,t4,reciprocal|29|4|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|CAMSAP1|AC093878.1|pseudogene,m3,t4,reciprocal|29|4|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|MTAP|CDKN2B-AS1|banned,known,lncrna,cacg,tcga,chimer4pub,t1,10K<gap<100K,exon-exon|0|4|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|MTAP|CDKN2B-AS1|banned,known,lncrna,cacg,tcga,chimer4pub,t1,10K<gap<100K,exon-exon|0|4|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|4|CDS(complete)/UTR
272-MO-17-563668167|C19MC|RPLP1|banned,known,ribosomal,bodymap2,non_tumor_cells,hpa,m0,multi,reciprocal|0|3|---/CDS(truncated)
272-MO-17-563668167|IRF1|PTP4A2|oncogene,cancer,tumor,t3,short_repeats,sr1.00|1|3|UTR/UTR
272-MO-17-563668167|PBX1|PTP4A2|oncogene,cancer,tumor,t3,reciprocal,short_repeats,sr1.00|1|3|UTR/UTR
272-MO-17-563668167|PTP4A2|PBX1|oncogene,cancer,tumor,t3,reciprocal,short_repeats,sr1.00|1|3|UTR/intronic
272-MO-17-563668167|RPLP1|C19MC|banned,known,ribosomal,bodymap2,non_tumor_cells,hpa,m0,multi,reciprocal|0|3|CDS(truncated)/---
272-MO-17-563668167|RPLP1|C19MC|banned,known,ribosomal,bodymap2,non_tumor_cells,hpa,m0,multi,reciprocal|0|3|CDS(truncated)/---
272-MO-17-563668167|RPLP1|C19MC|banned,known,ribosomal,bodymap2,non_tumor_cells,hpa,m0,multi,reciprocal|0|3|CDS(truncated)/---
272-MO-17-563668167|RPLP1|C19MC|banned,known,ribosomal,bodymap2,non_tumor_cells,hpa,m0,multi,reciprocal|0|3|UTR/---
272-MO-17-563668167|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t3,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
272-MO-17-563668167|AC116562.3|LINC00937|pseudogene,lncrna,exon-exon|12|2|exonic(no-known-CDS)/exonic(no-known-CDS)
272-MO-17-563668167|CLN6|CALML4|banned,known,adjacent,conjoing,healthy,1000genomes,rt_circ_rna,mitelman,t1,gap<1K,readthrough,exon-exon|0|2|in-frame
272-MO-17-563668167|CLN6|CALML4|banned,known,adjacent,conjoing,healthy,1000genomes,rt_circ_rna,mitelman,t1,gap<1K,readthrough,exon-exon|0|2|out-of-frame
272-MO-17-563668167|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
272-MO-17-563668167|LINC00598|USP4|lncrna,oncogene,cancer,tumor,t2,exon-exon|0|2|exonic(no-known-CDS)/CDS(truncated)
272-MO-17-563668167|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|2|in-frame
272-MO-17-563668167|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
272-MO-17-563668167|ROPN1L|LINC01513|banned,known,adjacent,lncrna,healthy,bodymap2,hpa,pcawg,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|ROPN1L|LINC01513|banned,known,adjacent,lncrna,healthy,bodymap2,hpa,pcawg,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|SLC49A3|ATP5ME|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|2|out-of-frame
272-MO-17-563668167|TFDP2|SPAG9|oncogene,t2,exon-exon|0|2|CDS(truncated)/UTR
272-MO-17-563668167|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
272-MO-17-563668167|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
272-MO-17-563668167|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
272-MO-17-563668167|PRDM16|PRKCZ|known,oncogene,tcga,chimer4seq,cancer,t1,exon-exon|0|1|out-of-frame
272-MO-17-563668167|SLC29A1|HSP90AB1|banned,known,adjacent,healthy,tcga,bodymap2,hpa,18cancers,chimer4seq,cancer,mitelman,pcawg,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
272-MO-17-563668167|SPINDOC|MARK2|known,adjacent,tcga,chimer4seq,tcga-cancer,tcga2,mitelman,tcga3,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
272-MO-17-563668167|TRIM52|RACK1|banned,known,adjacent,hpa,non_cancer_tissues,cancer,m0,multi,1K<gap<10K,readthrough,exon-exon|1|1|out-of-frame
281-MO-18-563507507|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t31|8|89|CDS(truncated)/intergenic
281-MO-18-563507507|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t31,exon-exon|8|89|in-frame
281-MO-18-563507507|TCF3|PBX1|known,oncogene,cosmic,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,oncokb,mitelman,ccle,t31|8|89|CDS(truncated)/intronic
281-MO-18-563507507|FRG1|FRG1DP|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|CDS(truncated)/exonic(no-known-CDS)
281-MO-18-563507507|FRG1|FRG1DP|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|CDS(truncated)/exonic(no-known-CDS)
281-MO-18-563507507|FRG1DP|FRG1|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|exonic(no-known-CDS)/CDS(truncated)
281-MO-18-563507507|FRG1DP|FRG1|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|exonic(no-known-CDS)/CDS(truncated)
281-MO-18-563507507|FRG1DP|FRG1|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|exonic(no-known-CDS)/CDS(truncated)
281-MO-18-563507507|FRG1DP|FRG1|pseudogene,m5,cortex,exon-exon,reciprocal|200|19|exonic(no-known-CDS)/CDS(truncated)
281-MO-18-563507507|AC138035.1|LINC01002|lncrna,m15,t1,exon-exon,reciprocal|120|17|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|LINC01002|AC138035.1|lncrna,m15,t1,reciprocal|120|17|exonic(no-known-CDS)/intronic
281-MO-18-563507507|LINC01002|AC138035.1|lncrna,m15,t1,exon-exon,reciprocal|120|17|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|FRG1FP|FRG1JP|pseudogene,m2,exon-exon,reciprocal|183|11|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|FRG1JP|FRG1FP|pseudogene,m2,exon-exon,reciprocal|183|11|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|PCBP1-AS1|IRF4|lncrna,oncogene,cancer,t11,short_repeats,sr1.33|0|11|intronic/intronic
281-MO-18-563507507|AC138409.1|AC139495.2|pseudogene,m2,short_repeats,sr1.57|199|10|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t4,10K<gap<100K,readthrough,exon-exon|0|10|out-of-frame
281-MO-18-563507507|LINC00863|AL135925.1|lncrna,m2,cortex,reciprocal|102|8|exonic(no-known-CDS)/exonic(no-known-CDS)
281-MO-18-563507507|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t3,10K<gap<100K,readthrough,exon-exon|0|7|out-of-frame
281-MO-18-563507507|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t3,10K<gap<100K,readthrough,exon-exon|0|7|in-frame
281-MO-18-563507507|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t3,10K<gap<100K,readthrough,exon-exon|0|7|CDS(truncated)/UTR
281-MO-18-563507507|AC093878.1|CAMSAP1|pseudogene,m4,t5,reciprocal|28|5|exonic(no-known-CDS)/CDS(truncated)
281-MO-18-563507507|CAMSAP1|AC093878.1|pseudogene,m4,t5,reciprocal|28|5|CDS(truncated)/exonic(no-known-CDS)
281-MO-18-563507507|CAMSAP1|AC093878.1|pseudogene,m4,t5,reciprocal|28|5|CDS(truncated)/exonic(no-known-CDS)
281-MO-18-563507507|CAMSAP1|AC093878.1|pseudogene,m4,t5,reciprocal|28|5|CDS(truncated)/exonic(no-known-CDS)
281-MO-18-563507507|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|5|out-of-frame
281-MO-18-563507507|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|5|out-of-frame
281-MO-18-563507507|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|5|CDS(complete)/UTR
281-MO-18-563507507|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t4,1K<gap<10K,readthrough,exon-exon|0|5|CDS(truncated)/UTR
281-MO-18-563507507|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3,exon-exon|0|5|CDS(truncated)/UTR
281-MO-18-563507507|CHFR|ANKLE2|adjacent,chimer4seq,cancer,tcga2,mitelman,t2,10K<gap<100K,readthrough|14|4|UTR/CDS(truncated)
281-MO-18-563507507|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t2,gap<1K,readthrough,exon-exon|0|3|out-of-frame
281-MO-18-563507507|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t2,gap<1K,readthrough|0|3|UTR/CDS(truncated)
281-MO-18-563507507|INMT|MDM4|oncogene,cancer,t3|2|3|intronic/UTR
281-MO-18-563507507|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
281-MO-18-563507507|ZNF737|SFPQ|oncogene,cancer,t3|0|3|UTR/UTR
281-MO-18-563507507|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|2|out-of-frame
281-MO-18-563507507|GKAP1|KIF27|banned,known,adjacent,bodymap2,hpa,chimer4seq,m1,multi,mitelman,ccle3,t1,1K<gap<10K,exon-exon|0|2|UTR/UTR
281-MO-18-563507507|KANSL1|LRRC37A3|banned,known,hpa,non_cancer_tissues,chimer4seq,m0,multi,exon-exon|0|2|UTR/CDS(truncated)
281-MO-18-563507507|POLA2|CDC42EP2|banned,known,adjacent,healthy,bodymap2,hpa,1000genomes,chimer4pub,ccle3,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
281-MO-18-563507507|CIRBP|FAM174C|banned,known,adjacent,healthy,bodymap2,hpa,cancer,mitelman,t1,gap<1K,readthrough,exon-exon|0|1|UTR/CDS(truncated)
281-MO-18-563507507|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m18,tcga-normal,exon-exon,reciprocal|210|39|in-frame
290-MO-22-563324716|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m18,tcga-normal,reciprocal,short_repeats,sr1.00|210|39|UTR/intronic
290-MO-22-563324716|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m18,tcga-normal,exon-exon,reciprocal|210|39|in-frame
290-MO-22-563324716|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m18,tcga-normal,exon-exon,reciprocal|210|39|in-frame
290-MO-22-563324716|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|14|in-frame
290-MO-22-563324716|AGAP1|AL160286.1|pseudogene,reciprocal|57|13|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|AGAP1|AL160286.1|pseudogene,reciprocal|57|13|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|AGAP1|AL160286.1|pseudogene,reciprocal|57|13|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|AGAP1|AL160286.1|pseudogene,reciprocal|57|13|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|AGAP1|AL160286.1|pseudogene,reciprocal|57|13|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|AL160286.1|AGAP1|pseudogene,reciprocal|57|13|exonic(no-known-CDS)/CDS(truncated)
290-MO-22-563324716|NIBAN3|COPS2|cancer,m6,mitelman|67|11|UTR/intronic
290-MO-22-563324716|AC026979.4|EXOSC6|lncrna,m2|17|8|exonic(no-known-CDS)/UTR
290-MO-22-563324716|AC025279.1|BANP|lncrna,oncogene,tumor,m2,exon-exon,reciprocal|82|5|exonic(no-known-CDS)/CDS(truncated)
290-MO-22-563324716|BANP|AC025279.1|lncrna,oncogene,tumor,m2,exon-exon,reciprocal|82|5|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|BANP|AC025279.1|lncrna,oncogene,tumor,m2,exon-exon,reciprocal|82|5|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|BANP|AC025279.1|lncrna,oncogene,tumor,m2,exon-exon,reciprocal|82|5|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|5|out-of-frame
290-MO-22-563324716|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|5|out-of-frame
290-MO-22-563324716|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|5|out-of-frame
290-MO-22-563324716|NPIPB5|SMG1|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|4|intronic/UTR
290-MO-22-563324716|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|4|UTR/intronic
290-MO-22-563324716|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|4|CDS(truncated)/UTR
290-MO-22-563324716|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon,reciprocal|0|4|CDS(truncated)/UTR
290-MO-22-563324716|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon,reciprocal|0|4|CDS(truncated)/UTR
290-MO-22-563324716|AC093878.1|CAMSAP1|pseudogene,t3,reciprocal|7|3|exonic(no-known-CDS)/CDS(truncated)
290-MO-22-563324716|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|7|3|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|7|3|CDS(truncated)/exonic(no-known-CDS)
290-MO-22-563324716|CNR2|BTBD6|oncogene,cancer,t1,exon-exon,short_repeats,sr1.72|0|2|UTR/UTR
